"","spp","Predicted","SE","lower","upper","point"
"1","apop",6.44430646966745,2.20991504304821,3.29061999207096,12.6204441640377,"Cha"
"2","apop",2.42904118383055,1.4589535999343,0.748476532463781,7.88300075798362,"Chb"
"3","apop",7.41902268975528,1.30131122405087,5.2607088704222,10.4628290648378,"Chc"
"4","apop",0.837512462757859,0.839336140390668,0.117472510361761,5.97098949460316,"Fa"
"5","apop",3.28803243712544,1.68846121993986,1.20179241250429,8.99586084510292,"Fb"
"6","apop",1.67484329150267,1.18944141450906,0.416358325557275,6.73722579544194,"Fc"
"7","apop",5.6510993517085,2.24303993026671,2.59581170439898,12.3024808882562,"Ga"
"8","apop",5.66221989995463,2.24278644554337,2.60512541177956,12.3067910859391,"Gb"
"9","apop",6.42671699026844,2.22116047525462,3.26439262674019,12.6524888380997,"Gc"
"10","apop",6.97535413292978,1.74497569769601,4.27195931014726,11.3895198309142,"Ia"
"11","apop",7.65839206045364,1.12042797089933,5.74918429501657,10.2016157322454,"Ib"
"12","apop",7.23974088020059,1.46696711077425,4.86683465094038,10.7695970320915,"Ic"
"13","apop",5.67437739693606,2.24284078870382,2.61501592633739,12.3129494235839,"Ja"
"14","apop",5.67440084696556,2.24284476798994,2.6150315109157,12.312977812175,"Jb"
"15","apop",7.90917925817698,0.979448228774609,6.2047067384847,10.081881251531,"Jc"
"16","apop",5.65109922293417,2.24303990540537,2.59581162161233,12.3024807199267,"Lsa"
"17","apop",3.24635486685876,1.68797722333139,1.17166800223681,8.99471514239364,"Lsb"
"18","apop",0.83751246276128,0.839336140397759,0.117472510361234,5.97098949467872,"Lsc"
"19","apop",5.65109935147982,2.24303992999073,2.59581170446068,12.3024808869681,"Lta"
"20","apop",4.87429404397913,2.07583740466491,2.11546924785429,11.2309561820711,"Ltb"
"21","apop",6.46253106420912,2.19816679819046,3.31798757652981,12.5872405464362,"Ltc"
"22","apop",0.837512462761285,0.839336134504794,0.11747251198128,5.97098941233373,"Ma"
"23","apop",1.63193075425681,1.18902351097892,0.391306378796496,6.80591508597467,"Mb"
"24","apop",3.24635486685876,1.68797722650081,1.17166799999481,8.99471515960518,"Mc"
"25","apop",7.74034768225667,1.06920721960318,5.90446253566606,10.14706789658,"Pa"
"26","apop",7.65328054939902,1.12387762210748,5.73917442622621,10.205771565358,"Pb"
"27","apop",5.66341143450011,2.24299003762642,2.60591564051773,12.3082376795798,"Pc"
"28","clma",7.19455727926514,2.0306053831295,4.1377033355396,12.5097548681259,"Fa"
"29","clma",8.05582728705813,1.19110205132953,6.02913388393511,10.763793693789,"Fb"
"30","clma",8.63928877127768,0.903411279016015,7.03829979132799,10.6044517406727,"Fc"
"31","clma",8.6106007464723,0.912120354231535,6.99625661619682,10.5974450741993,"Lta"
"32","clma",8.75615582980207,0.873520268924081,7.20106973814532,10.6470660198777,"Ltb"
"33","clma",8.64282486755258,0.902236298689376,7.04364761364331,10.6050764871452,"Ltc"
"34","clma",8.60552116222872,0.91403448156542,6.9882253111123,10.5971103072203,"Ma"
"35","clma",8.58371775260325,0.920985880809032,6.95578528299964,10.5926516501933,"Mb"
"36","clma",8.60461364764728,0.91393813558084,6.98748827956048,10.5959928751301,"Mc"
"37","dima",5.53842062222757,2.40162760818711,2.3674404356955,12.956652478441,"Ga"
"38","dima",5.55213012983914,2.40148901880705,2.3784028701148,12.9608609903753,"Gb"
"39","dima",3.74898747026233,1.94403083962025,1.35682841530342,10.3586473379104,"Gc"
"40","dima",7.46506106746533,1.27141566746407,5.34638884040667,10.4233228080634,"Ia"
"41","dima",6.97713424971271,1.7943967512133,4.21466390727026,11.5502453836333,"Ib"
"42","dima",5.53837187578861,2.40161769158228,2.36741019742258,12.9565898921619,"Ic"
"43","dima",7.25975821147063,1.46766865205954,4.88471286161732,10.7895982388543,"Pa"
"44","dima",7.27596317786314,1.45013897871406,4.92313111100126,10.7532460484997,"Pb"
"45","dima",7.57146002326849,1.18716718473001,5.56820832473216,10.2954134509165,"Pc"
"46","gaga",3.07429509187109,3.44343704182803,0.34224499041742,27.6155694795573,"Cha"
"47","gaga",4.52587679803829e-07,0.00117165024040364,0,Inf,"Chb"
"48","gaga",3.07467134519556,3.44369016151278,0.342323603026908,27.6159861527971,"Chc"
